Emotions,Path
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_kick_sad.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_lot_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_soap_sad.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_wag_ps.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_late_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/DC_sa08.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_bought_happy.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_23/03-01-02-01-01-02-23.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_knock_fear.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_seize_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_07/03-01-03-02-01-02-07.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_14/03-01-07-01-02-02-14.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_dip_fear.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_lean_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_doll_sad.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_juice_ps.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_deep_ps.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_13/03-01-04-01-02-01-13.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_burn_disgust.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_voice_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_near_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_fear/YAF_nice_fear.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_numb_happy.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_bone_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/DC_n01.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JK_sa15.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_12/03-01-08-01-01-01-12.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_gas_disgust.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_07/03-01-03-01-02-01-07.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_04/03-01-03-01-02-02-04.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_23/03-01-01-01-02-01-23.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_third_angry.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_24/03-01-03-01-02-01-24.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JE_d12.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_goal_disgust.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_22/03-01-02-01-02-01-22.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_sour_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_team_disgust.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_long_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_18/03-01-01-01-02-02-18.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JK_f04.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_said_angry.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_jar_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_fear/YAF_sheep_fear.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JE_sa06.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_tell_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_jug_ps.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_23/03-01-02-01-01-01-23.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_mode_angry.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/DC_n20.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_18/03-01-08-01-02-02-18.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_22/03-01-06-01-01-02-22.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_yes_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/DC_sa04.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_far_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_01/03-01-01-01-01-02-01.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_rat_sad.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_09/03-01-04-01-02-02-09.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_14/03-01-08-01-02-02-14.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_dodge_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_07/03-01-08-01-02-01-07.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_neat_fear.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_tape_disgust.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_16/03-01-02-01-01-01-16.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_02/03-01-02-01-01-02-02.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_king_sad.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_get_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_17/03-01-08-01-01-02-17.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_fear/YAF_road_fear.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_jug_happy.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JK_n21.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_take_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_sub_angry.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_rose_angry.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_21/03-01-02-02-02-01-21.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_tape_happy.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_08/03-01-02-02-02-01-08.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_shawl_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/KL_f13.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_whip_ps.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_fear/YAF_read_fear.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/KL_f05.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_fear/YAF_cool_fear.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_rose_happy.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_02/03-01-03-02-01-02-02.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_bath_sad.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JE_n25.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_03/03-01-07-02-01-01-03.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_09/03-01-01-01-01-01-09.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_08/03-01-02-01-02-02-08.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_numb_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_kick_disgust.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_18/03-01-04-01-02-01-18.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_02/03-01-05-01-01-01-02.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_gin_ps.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_11/03-01-07-01-01-01-11.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_17/03-01-07-02-01-02-17.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_pool_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_01/03-01-05-02-02-02-01.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_13/03-01-08-01-02-01-13.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/DC_n22.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_06/03-01-08-01-01-02-06.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_15/03-01-03-02-01-01-15.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_tool_angry.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_02/03-01-02-02-01-01-02.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_chat_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_13/03-01-02-02-01-02-13.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_09/03-01-03-01-01-01-09.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_tool_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_02/03-01-03-02-01-01-02.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_10/03-01-07-01-01-01-10.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JE_a04.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JK_n22.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_20/03-01-03-02-02-01-20.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_thin_angry.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/DC_su10.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/KL_n01.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_get_sad.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OA_bite_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_gas_fear.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_14/03-01-08-01-02-01-14.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_shout_ps.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_thought_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/KL_su05.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_11/03-01-02-02-01-01-11.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_such_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_yearn_fear.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_24/03-01-08-01-01-01-24.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_06/03-01-08-01-02-01-06.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_17/03-01-03-01-01-01-17.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_red_sad.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_sail_ps.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/DC_n24.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_fear/YAF_fail_fear.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_five_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_match_disgust.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_14/03-01-05-01-01-01-14.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_fail_happy.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_kite_ps.wav
